client_id,target,col372,col635,col639,col640,col643,col644,col647,col648,col651,col652,col655,col656,col659,col660,col663,col664,col667,col668,col671,col672,col703,col707,col711,col712,col715,col716,col719,col720,col723,col724,col727,col728,col731,col732,col736,col739,col743,col744,col747,col804,col1456,col1461,col1464,col1469,col1488,col1493,col1967,col2002,col2004,col2053,col2054,col2055,col2056,col2057,col2058,col2101,col2102,col2103,col2104,col2105,col2106,col2126,col2127,col2129,col2149,col2150,col2151,col2152,col2153,col2154,col2155,col2156,col2157,col2159,col2160,col2165,col2166,col2177,col2178,col2218,col2295,col2296,col2297,col2298,col2299,col2300,col2301,col2303,col2304,col2313,col2314,col2315,col2343,col2344,col2345,col2346,col2347,col2348,col2349,col2350,col2351,col2352,col2353,col2354,col2355,col2356,col2357,col2358,col2359,col2360,col2361,col2362,col2363,col2364,col2365,col2366,col2367,col2368,col2369,col2370,col2371,col2372,col2373,col2374,col2375,col2376,col2377,col2378,col2379,col2380,col2381,col2382,col2384,col2385,col2386,col2387,col2388,col2390,col2394,col2395,col2396,col2397,col2398,col2399,col2400,col2401,col2402,col2403,col2404,col2405,col2406,col2407,col2408,col2409,col2410,col2411,col2412,col2413,col2414,col2418,col2419,col2420,col2421,col2422,col2423,col2424,col2425,col2426,col2427,col2428,col2429,col2430,col2431,col2432,col2433,col2434,col2435,col2436,col2438,col2439,col2440,col2441,col2442,col2443,col2444,col2445,col2446,col2447,col2459,col2603,col2604,col2605,col2606,col2607,col2608
1815,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,35.13,35.13,35.13,35.13,35.13,,,,35.13,35.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,33.3,23.14,25.68,33.3,25.68,,,,33.3,25.68,,,,,,,,,,14.46,9.74,10.92,14.46,9.74,10.92,,,,14.46,9.74,10.92,,,,,,,,,,10.33,4.96,6.3025,10.33,4.96,6.3025,,,,10.33,6.3025,,,,,,,,,,,,,,,,
1817,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,3.0,3.0,3.0,3.0,3.0,42.94,42.94,42.94,42.94,42.94,42.94,11.4,11.4,11.4,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,0.0,0.0,,,,,,,,121972.8,121972.8,121972.8,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,,,,,,,72.88,72.88,72.88,72.88,72.88,72.88,72.88,72.88,72.88,72.88,72.88,,,,72.88,72.88,,,,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,,,,42.94,42.94,42.94,,,,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,,,,11.4,11.4,,,,,,,1.06,1.06,1.06,,,,,,,
1818,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.76,1.76,1.76,1.76,1.76,1.76,1.76,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,35.03,35.03,35.03,35.03,35.03,,,,35.03,35.03,,,,,,,,,,14.89,14.89,14.89,14.89,14.89,14.89,,,,14.89,14.89,14.89,,,,,,,,,,11.18,11.18,11.18,11.18,11.18,11.18,,,,11.18,11.18,,,,,,,,,,,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
1819,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,10000.0,203444.0,203444.0,203444.0,203444.0,203444.0,203444.0,203444.0,203444.0,203444.0,203444.0,203444.0,203444.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,36.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,,,,,,
1820,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,25.83,25.83,25.83,25.83,25.83,,,,25.83,25.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,1.155,1.14,1.155,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,52.19,52.19,,,,52.19,52.19,,,,,,,,,,,,,24.84,24.84,24.84,,,,24.84,24.84,24.84,,,,,,,,,,,,,10.54,10.54,10.54,,,,10.54,10.54,,,,,,,,,,,,,,8790000.0,8790000.0,8790000.0
1822,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,223426.0,221012.0,222822.5,223426.0,222822.5,223426.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,35.65,35.65,35.65,35.65,35.65,35.65,35.65,35.65,35.65,35.65,35.65,35.65,35.65,35.65,,,,35.65,35.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
1823,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,34.49,34.49,34.49,34.49,34.49,,,,34.49,34.49,,,,,,,,,,14.84,14.84,14.84,14.84,14.84,14.84,,,,14.84,14.84,14.84,,,,,,,,,,10.92,10.92,10.92,10.92,10.92,10.92,,,,10.92,10.92,,,,,,,,,,,,,,,,
1824,0,1.0,,,14303589.0,,14303589.0,,14303589.0,,14303589.0,,14303589.0,,14303589.0,,14303589.0,,14303589.0,,14303589.0,,,,40926.0,,74.08,,74.08,,74.08000183105469,,74.08,,74.08000183105469,3.0,,,3.0,,87651.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,57.6,57.6,57.6,57.6,57.6,,,,57.6,57.6,,,,,,,,,,29.12,29.12,29.12,29.12,29.12,29.12,,,,29.12,29.12,29.12,,,,,,,,,,13.18,13.18,13.18,13.18,13.18,13.18,,,,13.18,13.18,,,,,,,,,,,,,,,,
1825,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.67,1.67,1.67,1.67,1.67,1.67,1.67,0.0,0.0,,,,,,,,,,157814.0,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,48.84,48.84,48.84,48.84,48.84,48.84,48.84,48.84,,,,48.84,48.84,,,,,,,24.86,24.86,24.86,24.86,24.86,24.86,24.86,24.86,24.86,,,,24.86,24.86,24.86,,,,,,,10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,,,,10.24,10.24,,,,,,,,,,,3053785.0,3053785.0,3053785.0,3053785.0,3053785.0,3053785.0
1826,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,38.1,38.1,38.1,38.1,38.1,,,,38.1,38.1,,,,,,,,,,10.8,10.8,10.8,10.8,10.8,10.8,,,,10.8,10.8,10.8,,,,,,,,,,16.6,16.6,16.6,16.6,16.6,16.6,,,,16.6,16.6,,,,,,,,,,,,,,,,
1827,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,173663.0,173663.0,173663.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,22.21,22.21,22.21,22.21,22.21,22.21,22.21,22.21,22.21,22.21,22.21,,,,22.21,22.21,,,,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,,,,9.91,9.91,9.91,,,,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,,,,4.95,4.95,,,,,,,1.2,1.2,1.2,,,,,,,
1828,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10000.0,,,,230093.0,230093.0,230093.0,230093.0,230093.0,230093.0,230093.0,230093.0,230093.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,34.49,34.49,34.49,34.49,34.49,34.49,34.49,34.49,34.49,34.49,34.49,34.49,34.49,34.49,34.49,34.49,34.49,34.49,34.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1829,0,1.0,,,4223051.0,,6870103.777777778,,8543962.0,,4462365.0,,9944041.0,,4223051.0,,7081690.666666667,,8827402.0,,4705906.0,,,,19729.0,,59.0,,21.55,,41.124444325764976,,50.94,,31.64999961853028,2.0,,,1.3333333333333333,,113364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,23.2,23.2,23.2,23.2,23.2,23.2,13.92,13.92,13.92,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.0,1.0,,,,,207543.0,207543.0,207543.0,207543.0,207543.0,207543.0,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,50.03,50.03,50.03,50.03,50.03,50.03,50.03,50.03,50.03,50.03,50.03,50.03,50.03,50.03,,,,50.03,50.03,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,,,,23.2,23.2,23.2,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,13.92,,,,13.92,13.92,,,,1.34,1.34,1.34,1.34,1.34,1.34,,,,,,,
1831,0,5.0,17427190.0,17375272.0,8117574.0,17401231.0,12793998.0,17375272.0,8255956.0,17375272.0,8117574.0,17827440.0,17827440.0,17775524.0,8478374.0,17801482.0,13174523.5,17775524.0,8616756.0,17775524.0,8478374.0,53041.5,51280.0,51280.0,26989.0,78.85,78.85,77.93,48.95,78.38999938964844,63.670000076293945,77.93,48.95,77.93000030517578,48.95000076293945,3.0,3.0,3.0,2.5,3.0,113834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,3.0,3.0,3.0,3.0,3.0,43.49,43.49,43.49,43.49,43.49,43.49,14.39,14.39,14.39,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,0.0,0.0,,,,,191076.0,191076.0,191076.0,191076.0,191076.0,191076.0,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,,,,75.12,75.12,75.12,75.12,75.12,75.12,75.12,75.12,75.12,75.12,75.12,75.12,75.12,75.12,,,,75.12,75.12,43.49,43.49,43.49,43.49,43.49,43.49,43.49,43.49,43.49,43.49,43.49,43.49,43.49,43.49,43.49,,,,43.49,43.49,43.49,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,14.39,,,,14.39,14.39,,,,2.37,2.37,2.37,2.37,2.37,2.37,,,,,,,
1832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,51.51,51.51,,,,51.51,51.51,,,,,,,,,,,,,25.54,25.54,25.54,,,,25.54,25.54,25.54,,,,,,,,,,,,,12.58,12.58,12.58,,,,12.58,12.58,,,,,,,,,,,,,,6754767.0,6754767.0,6754767.0
1833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,65.8,65.8,,,,,,,,,,,,,,,,,,,32.5,32.5,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,157237.0,157237.0,157237.0,157237.0,157237.0,157237.0,157237.0,157237.0,157237.0,157237.0,157237.0,157237.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,,,,,,,,,,,7342881.83,7342881.83,7342881.83,7342881.83,7342881.83,7342881.83
1835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,20.51,20.51,20.51,20.51,20.51,,,,20.51,20.51,,,,,,,,,,8.56,8.56,8.56,8.56,8.56,8.56,,,,8.56,8.56,8.56,,,,,,,,,,4.92,4.92,4.92,4.92,4.92,4.92,,,,4.92,4.92,,,,,,,,,,,,,,,,
1837,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,189051.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,35.13,35.13,35.13,35.13,35.13,35.13,35.13,35.13,,,,35.13,35.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,3.19,3.19,3.19,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,25.29,25.29,25.29,25.29,25.29,,,,25.29,25.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,210965.0,209933.5,210965.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,33.67,33.56,33.615,33.67,33.56,33.615,33.67,33.56,33.615,33.67,33.615,,,,33.67,33.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,
1841,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,,,,4.0,4.0,4.0,,,,,,,,,,,,,84.57,3.11,43.84,84.57,43.84,,,,84.57,43.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,226570.0,226570.0,226570.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,25.29,25.29,25.29,25.29,25.29,25.29,25.29,25.29,25.29,25.29,25.29,,,,25.29,25.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,3.19,3.19,,,,,,,
1843,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,44.2,44.2,44.2,44.2,44.2,,,,44.2,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,0,,,,3987552.0,,4273788.5,,3987552.0,,3987552.0,,4560025.0,,3987552.0,,4273788.5,,3987552.0,,3987552.0,,,,34381.0,,21.31,,20.34,,20.824999809265137,,20.34,,21.309999465942383,0.0,,,0.0,,113231.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,20.46,20.46,20.46,23.14,21.35333333333333,,,,23.14,21.35333333333333,,,,,,,,,,8.53,8.53,8.53,9.74,8.53,8.93333333333333,,,,9.74,8.53,8.93333333333333,,,,,,,,,,4.91,4.91,4.91,4.96,4.91,4.92666666666667,,,,4.96,4.92666666666667,,,,,,,,,,,,,,,,
1845,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10000.0,,,,176389.0,176389.0,176389.0,176389.0,176389.0,176389.0,176389.0,176389.0,176389.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,
1847,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,20000.0,,,,271512.0,271512.0,271512.0,271512.0,271512.0,271512.0,271512.0,271512.0,271512.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,9.41,,,,1.26,1.26,1.26,1.26,1.26,1.26,1.26,,,,,,
1849,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,106000.0,106000.0,106000.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,,,,21.84,21.84,,,,10.11,10.11,10.11,10.11,10.11,10.11,10.11,10.11,10.11,10.11,10.11,10.11,,,,10.11,10.11,10.11,,,,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,,,,5.03,5.03,,,,,,,1.66,1.66,1.66,,,,,,,
1850,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,26.0,26.0,26.0,26.0,26.0,,,,26.0,26.0,,,,,,,,,,13.24,13.24,13.24,13.24,13.24,13.24,,,,13.24,13.24,13.24,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,,,5.0,5.0,,,,,,,,,,,,,,,,
1851,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,61.2,61.2,,,,61.2,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,0,1.0,9642920.0,7708799.0,7708799.0,8288291.333333333,8808123.666666666,7992727.0,8073845.0,8521344.0,9642920.0,9964520.0,12228016.0,7958650.0,7869948.0,8462509.0,8910663.083333334,8111713.0,8314327.0,7958650.0,9964520.0,39877.833333333336,38468.0,37742.0,37742.0,39.58,67.1,35.13,33.32,37.458333333333336,40.76666609446208,38.03,38.03,35.130001068115234,38.02999877929688,3.0,1.0,1.0,1.25,1.0,114747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213166.0,213166.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,250296.0,213166.0,222448.5,250296.0,222448.5,250296.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,38.03,32.5,36.6475,38.03,32.5,36.6475,38.03,32.5,36.6475,38.03,32.5,36.6475,38.03,36.6475,,,,38.03,34.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
