target,col372,col635,col639,col640,col643,col644,col647,col648,col651,col652,col655,col656,col659,col660,col663,col664,col667,col668,col671,col672,col703,col707,col711,col712,col715,col716,col719,col720,col723,col724,col727,col728,col731,col732,col736,col739,col743,col744,col747,col804,col1456,col1461,col1464,col1469,col1488,col1493,col1967,col2002,col2004,col2053,col2054,col2056,col2057,col2101,col2102,col2103,col2104,col2105,col2106,col2126,col2127,col2129,col2149,col2150,col2151,col2152,col2153,col2154,col2155,col2156,col2157,col2159,col2160,col2165,col2166,col2177,col2178,col2218,col2295,col2296,col2297,col2298,col2299,col2300,col2301,col2303,col2304,col2313,col2314,col2315,col2343,col2344,col2346,col2347,col2349,col2350,col2351,col2352,col2353,col2354,col2355,col2356,col2357,col2358,col2359,col2360,col2361,col2362,col2364,col2365,col2366,col2367,col2368,col2369,col2370,col2371,col2372,col2373,col2374,col2375,col2376,col2377,col2378,col2379,col2380,col2381,col2382,col2384,col2385,col2386,col2387,col2388,col2390,col2394,col2395,col2396,col2397,col2398,col2399,col2400,col2401,col2402,col2403,col2404,col2405,col2406,col2407,col2408,col2409,col2410,col2411,col2412,col2413,col2414,col2418,col2419,col2420,col2421,col2422,col2423,col2424,col2425,col2426,col2427,col2428,col2429,col2430,col2431,col2432,col2433,col2434,col2435,col2436,col2438,col2439,col2440,col2441,col2442,col2443,col2444,col2445,col2446,col2447,col2459,col2603,col2604,col2605,col2606,col2607,col2608
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,733327,160452.94234301272,170226.89408413818,165208,187819.10379527602,195258,191734,195605.54172199307,197553,198836.09884789615,184619.67633428876,191776,188368,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,3.0,3.0,3,16,14,15,16,14,15,18,15,17,16,14,15,14,13,13,14,12,15,13,14,66,35,4,3,4,5,2,4,3,-1,1,10,6,8,12,8,10,6,3,4,39,39,39,-11,-9,-9,-13,-18,-16,-10,-13,-12,-5,-6,-5,8,-7,0,-10,-9,-9,9,0,-3,-2,-2,0,0,0,-1,-1,-1,0,6027365,6835164,6431265,-3093724,-3656295,-3374782
0,1.0,36774812,36327070,36327070,36511225,37738784,36546356,37004090,36546356,36546356,37475096,44616424,33324618,33324618,35354658,36703444,33521976,37246640,37246640,33933936,100815,88223,126250,158070,103,106,103,100,103,102,103,103,103,103,4.0,4.0,4,4,4.0,64727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953789,573083,4.0,4.0,4.0,4.0,57,59,58,51,53,52,12,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,30000,136284.97411765635,68038.11471396638,101897,359263.0,359263,359263,359263.0,359071,210660.0,359263.0,359263,359263,3.0,3.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4,4.0,4.0,4,4.0,4.0,4,4.0,4.0,4.0,4.0,4,40,11,26,103,103,103,103,103,103,4,4,4,103,4,53,103,73,103,103,103,103,73,54,82,68,76,78,75,41,52,45,40,50,42,43,55,46,55,88,67,46,50,45,32,67,51,60,74,70,27,32,30,32,26,29,18,19,20,34,54,45,20,21,3,4,3,0,0,0,0,0,0,0,34934171,35517581,35225876,33380405,34432281,33917687
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,10000,138777.0,138777.0,138777,138777.0,138777,138777,138777.0,138777,138777.0,138777.0,138777,138777,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2.0,2.0,2,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,28,28,28,28,28,28,29,28,28,28,28,28,29,28,28,28,28,28,29,29,29,15,15,15,15,15,15,15,15,15,15,14,15,15,14,14,15,15,15,15,14,0,0,0,0,0,0,0,0,0,0,5736811,5876760,5806786,5694235,5940362,5819052
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,2.0,2.0,2.0,2.0,1.0,1.0,0.0,230729,223315,1.0,1.0,1.0,1.0,13,12,13,13,12,12,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,663316,241414.94212938065,285920.059350008,263512,329277.47028157575,312134,313963,307734.8046958194,298927,309880.8722903861,357987.2535829318,342782,343764,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,0,2.0,2.0,2,1.0,1.0,2.0,2.0,2,24,22,23,24,23,24,27,26,27,25,25,25,23,23,23,55,55,21,21,21,55,55,10,9,10,15,16,15,26,26,26,22,22,22,33,33,33,15,15,12,33,33,33,6,4,5,3,1,2,12,12,11,5,6,5,10,10,10,5,6,6,10,10,3,3,3,1,1,1,0,0,0,1,6150704,6210483,6180593,9670479,9777373,9721569
0,1.0,4781181,4524432,4524432,4601152,4601152,4524432,4524432,4524432,4524432,5081181,5081181,4525204,4525204,4656538,4656538,4583211,4583211,4583211,4583211,15066,14831,14831,14831,25,25,24,24,25,25,24,24,24,24,0.0,0.0,0,0,0.0,118107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182143,182143,1.0,1.0,1.0,1.0,13,12,13,13,12,13,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,3.0,-374106,567365.0724007135,555198.8926940971,562190,193677.0,182143,187661,193677.0,188581,193677.0,186962.95906258165,177191,182414,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,35,54,45,27,24,25,27,24,26,27,24,26,27,24,26,27,26,28,25,26,27,26,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,14,12,13,13,12,13,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,2,2,2,1,1,1,1,1,1,1,5711823,5816237,5764030,5179634,5323279,5254146
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,2,2,2,2,2,2,2,0.0,0.0,743113,49299.591583236936,64191.24458657128,56473,101644.8517045996,108474,105270,100508.99352824668,137995,145308.1290108169,95703.06666708461,102018,99186,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,31,27,29,35,35,35,31,35,33,34,36,35,40,40,40,40,40,35,35,35,40,40,14,13,13,13,11,12,14,13,14,13,13,13,13,13,13,13,13,13,13,13,13,9,11,10,12,12,11,13,13,13,15,15,15,15,15,15,10,11,11,15,15,3,3,3,2,2,2,2,2,2,2,7292545,7292545,7292545,7292545,7292545,7292545
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,13618757,169153.0,169153.0,169153,169153.0,169153,169153,169153.0,169153,169153.0,169153.0,169153,169153,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,3.0,3,3.0,3.0,3,3.0,3.0,3,3.0,3.0,3.0,3.0,3,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,5,5,5,5,5,5,5,5,5,5,9305275,9639256,9472265,9260609,9701691,9484864
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,10000,215100.0,215100.0,215100,215100.0,196488,205794,249597.0,220395,249597.0,215100.0,196488,205794,1.0,1.0,2.0,1.0,2.0,1.0,1,2.0,1.0,1,2.0,1.0,1,2.0,1.0,1,2.0,1.0,2.0,1.0,1,40,40,40,67,40,54,67,40,58,67,40,58,67,40,58,67,58,67,40,54,67,54,40,14,27,40,14,31,40,14,31,40,14,31,40,14,31,40,14,27,40,14,27,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,1,2,3,1,2,2,10484103,10620838,10552471,11408623,11815278,11621596
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,1.0,1.0,1.0,1.0,0.0,0.0,0.0,255503,248351,1.0,1.0,1.0,1.0,13,13,13,13,12,13,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,615448,206931.1962141469,229719.51610223632,218205,230554.022585749,241719,238112,223517.99083571404,229166,219198.59776935284,229974.63452659507,240992,237429,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,33,31,32,31,32,32,31,32,32,32,33,32,35,35,35,35,35,31,32,31,35,35,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,13,13,13,14,14,14,8,9,9,10,10,10,10,10,10,11,11,11,11,10,10,8,9,9,11,10,1,1,1,1,1,1,1,1,1,1,5706649,5743535,5725092,6141561,6191230,6167105
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,733327,298869.0,298869.0,298869,298869.0,298869,298869,298869.0,298869,298869.0,298869.0,298869,298869,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,3.0,3,3.0,3.0,3,3.0,3.0,3,3.0,3.0,3.0,3.0,3,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,41,68,68,68,68,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,-10,-9,-9,-7,-6,-6,-9,-8,-8,-6,-6,-6,0,-6,-3,-9,-8,-8,-1,-4,1,1,1,1,1,1,1,1,1,1,6940397,7732504,7336451,4630210,5260355,4965254
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,12,12,12,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,733327,160452.94234301272,170226.89408413818,165208,187819.10379527602,195258,191734,195605.54172199307,197553,198836.09884789615,184619.67633428876,191776,188368,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,31,29,30,31,31,31,30,31,31,31,31,31,30,30,30,30,30,31,31,31,30,30,13,13,13,12,12,12,12,12,12,15,15,15,15,15,15,13,13,13,15,15,15,7,7,8,5,5,5,5,6,6,5,5,5,5,5,5,7,7,7,5,5,0,0,0,0,0,0,0,0,0,0,4487607,4499478,4493542,4722816,4689128,4705382
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271779,263422,1.0,1.0,1.0,1.0,12,12,12,16,14,15,8,8,5,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,105849,414793.0500166246,398385.9678160066,406511,203676.09521496206,210504,204358,294460.5330205132,254141,306847.0,205225.71599186878,209937,204902,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,35,43,39,26,24,25,30,25,27,29,27,28,29,27,28,29,28,27,23,25,29,28,18,14,16,16,15,15,16,14,15,16,14,15,16,14,15,16,15,16,16,14,15,0,0,0,5,3,4,5,5,5,5,5,5,5,5,5,1,0,0,5,5,2,2,2,2,2,2,1,1,1,2,8898983,8831817,8865400,8995533,9133891,9065386
0,1.0,10951218,7847854,7277374,9145978,8903672,8896866,8762855,9153834,8948878,11003068,11226743,7942390,7381229,9228278,8995216,9003003,8865460,9230642,9032853,33186,32398,33063,32112,49,50,36,33,42,41,41,40,42,41,2.0,1.0,1,1,1.0,123515,2.0,2.0,2.0,2.0,1.0,1.0,0.0,93610,93610,1.0,1.0,1.0,1.0,13,12,13,13,12,12,11,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,10000,93610.0,93610.0,93610,139581.0,139581,139581,139581.0,139581,139581.0,93610.0,93610,93610,1.0,1.0,3.0,3.0,3.0,3.0,3,3.0,3.0,3,3.0,3.0,3,3.0,3.0,3,3.0,3.0,3.0,3.0,3,3,3,3,76,76,76,76,76,76,76,76,76,76,76,76,76,76,3,3,3,76,76,59,52,52,70,66,69,64,68,66,61,65,63,62,63,64,38,48,45,66,74,73,1,12,2,13,5,9,15,12,13,7,4,5,16,5,11,-2,-12,-4,13,7,17,17,17,0,0,0,0,0,0,-4,-3870588,-8322101,-6096345,12680692,7698050,10198993
